,zip_code,area,len,ID
0,90001,95563401.53202905,48677.278477836226,1
1,90002,82752224.01450214,44972.01703447213,2
2,90003,102643123.14497332,63303.48175850841,3
3,90004,83956967.23411876,52471.897634685316,4
4,90005,36885814.332347654,88978.01112803166,5
5,90006,53703662.40309005,37832.45480094352,6
6,90007,68596085.98790586,57886.26997572079,7
7,90008,106644565.28326905,59093.418682425734,8
8,90010,4555114.650663612,42372.009839561,9
9,90011,119579543.02275786,57120.06467113248,10
10,90012,97163992.25026105,54830.61061455255,12
11,90013,18667346.76996447,27153.27252362343,2769
12,90014,7917526.068143083,14875.295283389516,13
13,90015,46602624.31503979,37381.5864863882,14
14,90016,103266621.82654637,57294.145176310994,15
15,90017,19807345.013683293,24579.72699332094,16
16,90018,83025065.79418042,44601.27497413117,17
17,90019,106758471.96428783,66607.66262820871,18
18,90020,32961671.812503178,41832.399273105686,19
19,90021,57382616.77704802,38396.768107895434,20
20,90022,118832976.58017385,60796.0164441832,21
21,90023,159187490.6448883,78312.763351699,22
22,90024,81821002.54066071,59099.36935599784,23
23,90025,69502027.71456861,61701.203222282915,24
24,90026,114071667.35940516,65681.06899004053,25
25,90027,240682382.717637,80042.70300396041,26
26,90028,43287307.96096895,40223.521141175435,27
27,90029,39819876.05231495,35471.19448433605,28
28,90031,106239041.30617517,79588.41185986232,29
29,90032,140227856.0298554,66300.14996001044,30
30,90033,85104880.37885667,45641.602149136175,31
31,90034,86401301.02064104,56671.572994269074,32
32,90035,57209188.43202497,43983.58565740247,33
33,90036,69593162.03351988,41354.98165163912,34
34,90037,81432298.75439373,48129.42889949208,35
35,90038,42456299.59712843,39784.557384405474,36
36,90039,113014223.20409964,69937.0604392847,37
37,90040,154837011.0932386,83607.82550202882,38
38,90041,98934408.456583,68444.46205596179,39
39,90042,126051522.50232162,69418.50815204228,40
40,90043,113286768.59979782,57259.134022794606,41
41,90044,139674730.05842578,82316.22777620712,42
42,90045,305820018.8637252,98726.59832236372,43
43,90046,157746549.212059,86575.37825797105,44
44,90047,134213045.97884384,77331.59323313774,45
45,90048,51266833.47657965,42281.16376827159,46
46,90049,426414819.8862758,132308.72240636617,47
47,90056,43781557.24702104,37127.55577006681,48
48,90057,25909144.350747086,26195.11626512308,49
49,90058,131647587.9253867,92632.01048096751,50
50,90059,93135767.77896972,66238.9472471795,51
51,90061,76648929.35140787,52266.48757821203,52
52,90062,52544723.60222512,36684.79352527334,53
53,90063,93436930.37604131,54052.13906684353,54
54,90064,110414356.2306261,65690.78766583747,55
55,90065,145389928.3467406,83157.70257169595,56
56,90066,139512530.34871498,69889.16119919674,57
57,90067,10353515.966733607,15765.281469982934,58
58,90068,205592864.86487377,86280.16951892171,59
59,90069,60101434.16512457,45167.325829601396,60
60,90071,4040733.4467486884,8750.62080790815,61
61,90073,17737982.915535223,27361.19920405895,62
62,90077,201734547.4613451,90139.71217977752,63
63,90089,7188822.482005062,12256.82834102104,64
64,90094,33728277.836124144,49434.59967529275,65
65,90095,9051774.866863389,13510.441404236703,66
66,90201,175806946.04394135,91501.69918211082,67
67,90210,302058172.74709934,107987.13191633526,68
68,90211,19584945.037881944,24391.04377963443,69
69,90212,25163960.229563933,25920.486770685522,70
70,90220,189068383.38366163,76544.46362911096,71
71,90221,149356841.74581903,84538.47081704004,72
72,90222,71883479.90483938,45326.19294794466,73
73,90230,120572532.56523676,66927.62923750975,74
74,90232,62235268.03095441,57013.59740929954,75
75,90240,86107367.43240447,54224.31988213642,76
76,90241,139469207.2450751,75882.71657343223,77
77,90242,123979641.93469049,70243.78423854317,78
78,90245,152778226.98991063,57324.78249001569,79
79,90247,103625460.48354568,61356.49887439565,80
80,90248,130974604.13773356,92105.6666650815,81
81,90249,84357415.26335527,48262.350168209545,82
82,90250,184910190.04961354,89575.3780082718,83
83,90254,40252305.7081761,28450.075228451224,84
84,90255,103927448.16234331,72266.75172045533,85
85,90260,71920459.88968839,49645.766489282105,86
86,90261,561318.7238165279,3226.0120334200587,87
87,90262,137311591.07192686,77669.70317618862,88
88,90263,11434394.158319378,20517.328127008586,89
89,90265,2262557490.0506296,351519.3490791627,90
90,90266,108935825.48837017,47964.418691905026,91
91,90270,33089319.724763595,30409.066130329647,92
92,90272,677611374.9355112,140439.5203110955,93
93,90274,334971572.750014,185438.98036948254,94
94,90275,372270445.28066117,206572.37460385365,95
95,90277,102511900.9189119,57802.92055614882,96
96,90278,99275500.79337455,55422.67897353669,97
97,90280,209519099.02634346,104415.4552243861,98
98,90290,521684316.1674489,134585.66731907948,99
99,90291,65626605.666375175,38370.54469937614,100
100,90292,68588838.115129,37777.71176049051,101
101,90293,52241404.95437184,56892.40613565484,102
102,90301,95595462.79024807,56522.20522919497,103
103,90302,51768022.08762025,38898.662853603826,104
104,90303,55672403.85619542,38418.30859980505,105
105,90304,45935698.52805102,42782.87874834925,106
106,90305,45367397.27443763,38633.616066894145,107
107,90401,23522669.069455642,27719.381315859482,108
108,90402,54260993.14598913,49898.04910066727,109
109,90403,38720755.16091101,39140.70875203659,110
110,90404,53047319.864798136,42483.108803669886,111
111,90405,77411786.57930802,45710.36608889714,112
112,90501,157273051.04184547,71750.07171394752,113
113,90502,63151351.64785406,42751.37020641081,114
114,90503,163804707.71656552,62503.0060451266,115
115,90504,107762252.96942064,52890.12597567822,116
116,90505,163049815.50242463,68803.65734708057,117
117,90506,4584443.587596007,8510.138921761007,118
118,90601,272864259.1249076,136418.69115808074,119
119,90602,73226413.6577606,78937.66155024145,120
120,90603,86393234.07620606,80646.75872770714,121
121,90604,118482055.07533401,71711.52776162469,122
122,90605,173199677.0801592,135634.225568099,123
123,90606,104411475.7563663,66310.97172094096,124
124,90623,1063860.3872767517,4621.470557072518,125
125,90630,1287939.4205116346,9585.822126491932,126
126,90631,178096187.75662926,74809.72620089033,127
127,90638,215212007.66925701,91812.30077229024,128
128,90639,3949906.062348854,10676.957734365018,129
129,90640,237096901.47977114,104064.38898289538,130
130,90650,271565800.2823288,92732.54750941836,131
131,90660,264888660.90127063,105083.37195588733,132
132,90670,238348748.44651082,136070.1174088847,133
133,90701,45338282.725184806,41707.52075040114,134
134,90703,246426950.21191856,119688.67250305142,135
135,90706,171785341.54499882,59208.15733483539,137
136,90710,74043898.24102055,47358.75619039431,138
137,90712,115374047.97266398,61873.34470691912,139
138,90713,97324228.25105049,47619.82546890496,140
139,90715,47788234.281002134,41993.94944474593,141
140,90716,26594509.149152424,25964.895498786504,142
141,90717,54856764.387286,46940.81813006546,143
142,90723,136327815.94643286,62962.74043609616,144
143,90731,356036411.7854839,134529.1621724391,145
144,90732,88612943.92670716,86523.23965118644,146
145,90744,243298098.1207308,92694.91014953172,147
146,90745,244127012.01215562,81937.24442416633,148
147,90746,142243752.64243415,82396.51150852772,149
148,90747,15298214.471809605,17152.438818787217,150
149,90755,61488288.07083475,56381.94936368004,151
150,90802,168920273.30119595,185004.05569058962,1699
151,90803,138788392.4740665,78777.98166505889,4800
152,90804,59523294.64931276,46944.6116698697,154
153,90805,208385055.44647992,73017.68121716216,155
154,90806,125678929.4592937,96001.45759833553,156
155,90807,135399628.21041325,78510.57019567692,157
156,90808,188840478.5455797,74753.29887676862,158
157,90810,192310091.8409363,81539.30547326905,159
158,90813,98606449.06774446,63418.078235754794,160
159,90814,37504063.864851184,48405.90280740491,161
160,90815,194984820.90764815,88367.94390000078,162
161,90822,4687731.386049943,8830.995936863774,163
162,90831,872647.7713398178,3993.2052999347743,164
163,90840,10149551.60211987,22027.785107703057,165
164,90846,12406581.032625988,19768.322083400682,166
165,91001,900049190.3065567,189954.4409941165,167
166,91006,185775167.17778546,142398.58248082388,168
167,91007,152036005.3078267,70703.23637289999,169
168,91008,56392330.88145418,43157.53952455423,170
169,91010,301063683.1617496,138869.07240929702,171
170,91011,837321494.1132886,241563.96547779132,172
171,91016,735304906.076412,221662.84285162596,173
172,91020,20468364.205337286,28301.808358683495,174
173,91023,45514534.715494335,31949.159524021492,175
174,91024,1553103292.405358,266703.3959967406,176
175,91030,95762060.15028293,45255.14510878972,177
176,91040,342948302.6921499,133126.5746732385,178
177,91042,1409499919.1414602,227474.64235354605,179
178,91046,191184.2083178899,1801.70222162385,180
179,91101,34958597.706907265,34802.81146537236,181
180,91103,142110273.12051225,80603.34826388567,182
181,91104,105364790.48677944,57027.69380778729,183
182,91105,108704228.54039037,64802.12644771644,184
183,91106,78534705.92904802,75164.37346891305,185
184,91107,224566057.6938672,82825.34848512965,186
185,91108,105907263.18214177,58145.787170120035,187
186,91125,1792972.1563526378,7767.455551842745,188
187,91126,870984.5207524959,4431.969763320685,189
188,91201,81306114.71051174,51870.10358797198,190
189,91202,62648778.974213585,41425.66058411799,191
190,91203,24744364.512311824,23974.69921290347,192
191,91204,31448358.7862311,39174.667235916604,193
192,91205,60779492.58057483,45915.00939256068,194
193,91206,168696443.6340997,85276.03319014556,195
194,91207,85227936.60733947,56735.07732824955,196
195,91208,216484760.27310625,111242.21837700512,197
196,91210,1601445.3135171642,6587.806061496801,198
197,91214,243895352.920729,85515.17446463877,199
198,91301,722941323.7598987,140294.84300155914,200
199,91302,831699556.7714026,199345.88134263048,201
200,91303,59642299.031602845,39830.92501618401,202
201,91304,264974245.74073103,92738.92574156918,203
202,91306,115739866.81883249,54949.37862305114,204
203,91307,124165104.21035248,54676.33515580785,205
204,91311,633719437.2247665,152159.24524347382,206
205,91316,158922398.4681373,63843.0823946099,207
206,91321,766385263.635398,227940.0789836421,1966
207,91324,121478902.73406664,63449.61154692372,209
208,91325,133846096.09316769,98047.25607433051,210
209,91326,311973791.768694,106374.18897837301,211
210,91330,15272036.774191959,23284.74457721948,212
211,91331,237080041.49615246,87577.3712695876,213
212,91335,182517574.54024127,59869.81999789748,214
213,91340,97073111.10037217,56015.087332920404,215
214,91342,1816661220.0174246,303315.62819970265,216
215,91343,159193603.1328833,64622.415452119865,217
216,91344,398434104.24786866,97884.89364449169,218
217,91345,90791225.37745848,43365.1004155459,219
218,91350,330853639.1461792,121960.3714094019,220
219,91351,332556478.5299641,125015.33125384247,221
220,91352,415419092.718882,162985.69272076344,222
221,91354,157488303.01239422,64262.619515268976,223
222,91355,689244810.3124357,212514.0678622149,224
223,91356,208898447.3827402,72629.82381654864,225
224,91361,147148236.57822752,63085.79132157386,226
225,91362,28341041.34286462,24702.412674039468,227
226,91364,200193548.72794646,75118.95466945294,228
227,91367,216470652.79368925,87120.8517006185,229
228,91381,469059900.4983222,131569.17016176213,230
229,91382,283164508.51872444,113163.17330500545,231
230,91384,4686716413.5827465,457642.4481686896,232
231,91387,833767233.8548189,211928.63231303386,233
232,91390,6630492544.923699,578278.060789069,234
233,91401,99335496.37983872,51563.82122044375,235
234,91402,104046169.99898928,57693.817244768026,236
235,91403,96843679.67102976,68597.94994760753,237
236,91405,92209259.5296473,49011.22049994752,238
237,91406,189361101.65610594,68134.25626595669,239
238,91411,53713776.09668767,43997.84478522535,240
239,91423,113253257.13273576,81059.16520707934,241
240,91436,177689043.09444088,77816.53657024447,242
241,91501,125232549.37750213,61337.30469234978,243
242,91502,39700624.109721474,35228.84881095903,244
243,91504,131446473.14116707,57507.80882109288,245
244,91505,143159286.7440844,93419.69057559507,246
245,91506,64866884.098145545,43789.75411363,247
246,91521,2214252.251518299,5886.4048246942375,248
247,91522,3462269.411936742,7381.807458835598,249
248,91523,1815340.904871428,5292.8167321996625,250
249,91601,74137859.97372776,50023.40672060866,251
250,91602,58804795.4564346,42988.498716708214,252
251,91604,139593615.1041472,76710.28620766914,253
252,91605,147374305.53974277,70606.05308929633,254
253,91606,91562088.71728788,56311.702523708525,255
254,91607,69607233.28032383,43360.65501309499,256
255,91608,16240540.121448675,17061.408953189908,257
256,91702,1640834282.8950315,297423.4900498392,258
257,91706,413467836.79078615,126744.98683670891,259
258,91709,3787999.546549,13364.56109878876,260
259,91710,149174.6369271087,2142.3740580374333,261
260,91711,523420865.3465554,151110.18184540753,262
261,91722,114672133.258428,83310.57116500217,263
262,91723,64912802.80631041,45009.68335994184,264
263,91724,173389972.08123633,117095.29518722747,265
264,91731,105982840.04682767,79394.97320416363,266
265,91732,139826395.37499824,79277.7856816461,267
266,91733,171378375.0753881,70074.34950952609,268
267,91740,140126926.2113737,67672.67810513159,269
268,91741,655310422.6260606,134791.85553050772,270
269,91744,248006996.52384168,108331.29308139559,271
270,91745,405232415.7275849,124242.35709788225,272
271,91746,179303762.06610823,115543.73702892716,273
272,91748,316178157.8622552,108045.51678278355,274
273,91750,2170919762.706723,347602.15933756926,275
274,91754,126477786.10651456,59277.1206933546,276
275,91755,86913134.65309288,60163.63852073941,277
276,91759,128649507.60163182,93434.03395818343,278
277,91765,376268613.1718584,115862.83844806935,279
278,91766,270852852.62817645,74285.98642600034,280
279,91767,158861312.01289678,81779.08878077286,281
280,91768,208656331.8566555,101774.9411908836,282
281,91770,181762195.8800717,88629.67293933588,283
282,91773,422199601.3447839,172742.66598346867,284
283,91775,85444295.72851488,59531.2145950374,285
284,91776,97127615.62853011,61588.03207605735,286
285,91780,106549055.9469162,67491.96280419447,287
286,91789,440377794.12983054,142110.23645522824,288
287,91790,162224671.51534188,91601.64792583275,289
288,91791,183942689.99754378,92119.30669637721,290
289,91792,107174555.73241962,77710.47592937881,291
290,91801,120767478.50096187,68390.93148649485,292
291,91803,89705275.09443024,53937.89715493128,293
292,92397,995790778.9280561,141863.52617230781,294
293,92821,90298927.9192809,65184.745975462334,295
294,92823,146734511.14780343,64914.667350936106,296
295,93243,1636536728.3449671,241837.32327392485,297
296,93510,2217365259.3533015,306567.67307353334,298
297,93523,2101976938.975357,303643.88288652326,299
298,93532,3140227508.548843,456162.712668156,300
299,93534,614822601.353751,206885.83178376607,301
300,93535,7116859743.251265,508434.93436524924,302
301,93536,7768524289.793025,630966.1313518963,303
302,93543,2031257904.75865,317055.0857792209,304
303,93544,2659727640.476214,353049.14048164105,305
304,93550,4497844914.678842,496142.2721844569,306
305,93551,2243155701.1116557,335153.49758263887,307
306,93552,1905736606.6397326,283082.9408143884,308
307,93553,1590361973.2472527,304651.75984994136,309
308,93563,2074198599.9389124,288369.05291019456,310
309,93591,2604197956.966058,426758.8416477263,311
